ID,Measure,Measure_type,Ethnicity,Ethnicity_type,Time,Time_Type,Region,Value,confidence_interval,Numerator,denominator,samp_size
8910_unemployment_region,Unemployed,Percentage of individuals unemployed,Asian Other,Detailed,2012,year,London,11.9,3,27200,229500,1107
8913_unemployment_region,Unemployed,Percentage of individuals unemployed,Asian Other,Detailed,2012,year,North East,15.4,9.9,1400,9300,127
8915_unemployment_region,Unemployed,Percentage of individuals unemployed,Asian Other,Detailed,2012,year,North West,5.7,4.6,1700,30000,246
8918_unemployment_region,Unemployed,Percentage of individuals unemployed,Asian Other,Detailed,2012,year,Scotland,7.1,6.7,1200,17500,142
8922_unemployment_region,Unemployed,Percentage of individuals unemployed,Asian Other,Detailed,2012,year,South East,7.3,3.7,5100,70600,482
8925_unemployment_region,Unemployed,Percentage of individuals unemployed,Asian Other,Detailed,2012,year,South West,2.8,4,600,20700,165
8926_unemployment_region,Unemployed,Percentage of individuals unemployed,Asian Other,Detailed,2012,year,Wales,9.1,7.4,800,8900,144
8927_unemployment_region,Unemployed,Percentage of individuals unemployed,Asian Other,Detailed,2012,year,West Midlands,2.6,3.8,600,23900,169
8928_unemployment_region,Unemployed,Percentage of individuals unemployed,Asian Other,Detailed,2012,year,Yorkshire and The Humber,12.5,8.7,2500,20000,139
8941_unemployment_region,Unemployed,Percentage of individuals unemployed,Black,ONS 2011 5+1,2012,year,All,17.3,1.7,145700,844200,4934
8945_unemployment_region,Unemployed,Percentage of individuals unemployed,Black,ONS 2011 5+1,2012,year,East Midlands,16.8,6.8,6600,39400,289
8950_unemployment_region,Unemployed,Percentage of individuals unemployed,Black,ONS 2011 5+1,2012,year,East of England,11.1,5.2,6400,57300,356
8965_unemployment_region,Unemployed,Percentage of individuals unemployed,Black,ONS 2011 5+1,2012,year,London,18.6,2.6,83900,450600,2235
8971_unemployment_region,Unemployed,Percentage of individuals unemployed,Black,ONS 2011 5+1,2012,year,North West,18.2,5.9,10400,56900,408
8974_unemployment_region,Unemployed,Percentage of individuals unemployed,Black,ONS 2011 5+1,2012,year,Scotland,13.3,9.4,2300,17400,125
8978_unemployment_region,Unemployed,Percentage of individuals unemployed,Black,ONS 2011 5+1,2012,year,South East,11.8,4.5,8200,69300,484
8981_unemployment_region,Unemployed,Percentage of individuals unemployed,Black,ONS 2011 5+1,2012,year,South West,11.1,8.2,2300,21200,142
8985_unemployment_region,Unemployed,Percentage of individuals unemployed,Black,ONS 2011 5+1,2012,year,West Midlands,20.1,5.6,15200,75700,496
8989_unemployment_region,Unemployed,Percentage of individuals unemployed,Black,ONS 2011 5+1,2012,year,Yorkshire and The Humber,18.3,8.1,7600,41400,220
9003_unemployment_region,Unemployed,Percentage of individuals unemployed,Indian,Detailed,2012,year,All,9.8,1.3,81100,830100,5086
9011_unemployment_region,Unemployed,Percentage of individuals unemployed,Indian,Detailed,2012,year,East Midlands,12.8,4,11600,91000,656
9015_unemployment_region,Unemployed,Percentage of individuals unemployed,Indian,Detailed,2012,year,East of England,8.2,5.2,4500,55100,265
9027_unemployment_region,Unemployed,Percentage of individuals unemployed,Indian,Detailed,2012,year,London,9.3,2.3,30500,328900,1537
9033_unemployment_region,Unemployed,Percentage of individuals unemployed,Indian,Detailed,2012,year,North West,10.2,4.6,4700,46000,413
9036_unemployment_region,Unemployed,Percentage of individuals unemployed,Indian,Detailed,2012,year,Scotland,12.9,8.9,2300,18100,135
9041_unemployment_region,Unemployed,Percentage of individuals unemployed,Indian,Detailed,2012,year,South East,8.2,3.3,6800,82800,648
9045_unemployment_region,Unemployed,Percentage of individuals unemployed,Indian,Detailed,2012,year,South West,2.1,3.6,500,25500,146
9053_unemployment_region,Unemployed,Percentage of individuals unemployed,Indian,Detailed,2012,year,West Midlands,11,3.2,14400,130700,935
9057_unemployment_region,Unemployed,Percentage of individuals unemployed,Indian,Detailed,2012,year,Yorkshire and The Humber,11.8,7.1,4400,37500,198
9067_unemployment_region,Unemployed,Percentage of individuals unemployed,Mixed,ONS 2011 5+1,2012,year,All,15.6,2.7,46300,296200,1727
9070_unemployment_region,Unemployed,Percentage of individuals unemployed,Mixed,ONS 2011 5+1,2012,year,East of England,16.6,10.1,5500,33000,130
9074_unemployment_region,Unemployed,Percentage of individuals unemployed,Mixed,ONS 2011 5+1,2012,year,London,14.8,5.2,14300,96800,451
9078_unemployment_region,Unemployed,Percentage of individuals unemployed,Mixed,ONS 2011 5+1,2012,year,North West,13.1,7,3700,28200,223
9082_unemployment_region,Unemployed,Percentage of individuals unemployed,Mixed,ONS 2011 5+1,2012,year,South East,15.4,6.9,7100,46200,260
9085_unemployment_region,Unemployed,Percentage of individuals unemployed,Mixed,ONS 2011 5+1,2012,year,South West,7.7,8,1300,16900,106
9086_unemployment_region,Unemployed,Percentage of individuals unemployed,Mixed,ONS 2011 5+1,2012,year,Wales,21.6,11.3,2000,9400,127
9087_unemployment_region,Unemployed,Percentage of individuals unemployed,Mixed,ONS 2011 5+1,2012,year,West Midlands,19.4,10.5,4100,21200,136
9099_unemployment_region,Unemployed,Percentage of individuals unemployed,Other,ONS 2011 5+1,2012,year,All,13.6,1.9,62000,455400,2968
9102_unemployment_region,Unemployed,Percentage of individuals unemployed,Other,ONS 2011 5+1,2012,year,East Midlands,12.6,9.4,2100,16800,120
9103_unemployment_region,Unemployed,Percentage of individuals unemployed,Other,ONS 2011 5+1,2012,year,East of England,7.5,7.2,2000,26700,130
9111_unemployment_region,Unemployed,Percentage of individuals unemployed,Other,ONS 2011 5+1,2012,year,London,13.6,3,31600,231900,1295
9115_unemployment_region,Unemployed,Percentage of individuals unemployed,Other,ONS 2011 5+1,2012,year,North West,17.9,7.9,4400,24700,225
9118_unemployment_region,Unemployed,Percentage of individuals unemployed,Other,ONS 2011 5+1,2012,year,Scotland,12.5,9.5,1300,10100,115
9122_unemployment_region,Unemployed,Percentage of individuals unemployed,Other,ONS 2011 5+1,2012,year,South East,8.1,4.4,4000,50000,368
9125_unemployment_region,Unemployed,Percentage of individuals unemployed,Other,ONS 2011 5+1,2012,year,South West,10.1,8.1,2000,19700,132
9126_unemployment_region,Unemployed,Percentage of individuals unemployed,Other,ONS 2011 5+1,2012,year,Wales,13.2,8.7,1300,10200,144
9128_unemployment_region,Unemployed,Percentage of individuals unemployed,Other,ONS 2011 5+1,2012,year,West Midlands,18.4,8,7100,38700,226
9131_unemployment_region,Unemployed,Percentage of individuals unemployed,Other,ONS 2011 5+1,2012,year,Yorkshire and The Humber,27.6,12.1,5500,19800,132
9144_unemployment_region,Unemployed,Percentage of individuals unemployed,Other than White,White and other,2012,year,All,13.7,0.7,482100,3513400,22417
9159_unemployment_region,Unemployed,Percentage of individuals unemployed,Other than White,White and other,2012,year,East Midlands,14.2,2.8,28700,201600,1466
9173_unemployment_region,Unemployed,Percentage of individuals unemployed,Other than White,White and other,2012,year,East of England,10.3,2.6,24100,233500,1350
9188_unemployment_region,Unemployed,Percentage of individuals unemployed,Other than White,White and other,2012,year,London,14.2,1.2,219700,1546200,7798
9200_unemployment_region,Unemployed,Percentage of individuals unemployed,Other than White,White and other,2012,year,North East,14.6,4.4,7300,49700,610
9212_unemployment_region,Unemployed,Percentage of individuals unemployed,Other than White,White and other,2012,year,North West,14.4,2.2,37200,258000,2339
9225_unemployment_region,Unemployed,Percentage of individuals unemployed,Other than White,White and other,2012,year,Scotland,11.7,3.6,10600,91000,753
9237_unemployment_region,Unemployed,Percentage of individuals unemployed,Other than White,White and other,2012,year,South East,10.2,1.8,37400,365600,2679
9249_unemployment_region,Unemployed,Percentage of individuals unemployed,Other than White,White and other,2012,year,South West,8,3.1,9200,114300,756
9261_unemployment_region,Unemployed,Percentage of individuals unemployed,Other than White,White and other,2012,year,Wales,13.9,4,7200,51900,710
9273_unemployment_region,Unemployed,Percentage of individuals unemployed,Other than White,White and other,2012,year,West Midlands,15.9,2.2,61800,389500,2613
9287_unemployment_region,Unemployed,Percentage of individuals unemployed,Other than White,White and other,2012,year,Yorkshire and The Humber,18.4,3.3,39000,212100,1343
9299_unemployment_region,Unemployed,Percentage of individuals unemployed,Pakistani/Bangladeshi,Detailed,2012,year,All,16.6,1.7,101000,607000,4683
9303_unemployment_region,Unemployed,Percentage of individuals unemployed,Pakistani/Bangladeshi,Detailed,2012,year,East Midlands,15.2,7.8,3200,21100,201
9306_unemployment_region,Unemployed,Percentage of individuals unemployed,Pakistani/Bangladeshi,Detailed,2012,year,East of England,12.2,6,3100,25600,286
9316_unemployment_region,Unemployed,Percentage of individuals unemployed,Pakistani/Bangladeshi,Detailed,2012,year,London,15.4,3.3,32100,208400,1173
9320_unemployment_region,Unemployed,Percentage of individuals unemployed,Pakistani/Bangladeshi,Detailed,2012,year,North East,16.4,8.1,2200,13700,198
9327_unemployment_region,Unemployed,Percentage of individuals unemployed,Pakistani/Bangladeshi,Detailed,2012,year,North West,17.1,4.1,12300,72200,824
9330_unemployment_region,Unemployed,Percentage of individuals unemployed,Pakistani/Bangladeshi,Detailed,2012,year,Scotland,10.4,7.6,2100,20500,154
9334_unemployment_region,Unemployed,Percentage of individuals unemployed,Pakistani/Bangladeshi,Detailed,2012,year,South East,13.1,5,6100,46800,437
9337_unemployment_region,Unemployed,Percentage of individuals unemployed,Pakistani/Bangladeshi,Detailed,2012,year,Wales,13.5,9.6,1300,9300,122
9342_unemployment_region,Unemployed,Percentage of individuals unemployed,Pakistani/Bangladeshi,Detailed,2012,year,West Midlands,20.5,4.9,20300,99300,651
9349_unemployment_region,Unemployed,Percentage of individuals unemployed,Pakistani/Bangladeshi,Detailed,2012,year,Yorkshire and The Humber,19.7,5.2,15800,79800,572
9352_unemployment_region,Unemployed,Percentage of individuals unemployed,Unknown,ONS 2011 5+1,2012,year,All,4.6,2.7,800,17100,564
9367_unemployment_region,Unemployed,Percentage of individuals unemployed,White,ONS 2011 5+1,2012,year,All,7.1,0.2,1971400,27591200,228797
9382_unemployment_region,Unemployed,Percentage of individuals unemployed,White,ONS 2011 5+1,2012,year,East Midlands,7.2,0.8,152400,2104600,10871
9397_unemployment_region,Unemployed,Percentage of individuals unemployed,White,ONS 2011 5+1,2012,year,East of England,6.3,0.6,177300,2810300,14170
9412_unemployment_region,Unemployed,Percentage of individuals unemployed,White,ONS 2011 5+1,2012,year,London,6.5,0.6,183300,2821300,14014
9427_unemployment_region,Unemployed,Percentage of individuals unemployed,White,ONS 2011 5+1,2012,year,North East,10.5,0.8,125900,1203000,15902
9442_unemployment_region,Unemployed,Percentage of individuals unemployed,White,ONS 2011 5+1,2012,year,North West,8,0.5,258200,3216300,28008
9457_unemployment_region,Unemployed,Percentage of individuals unemployed,White,ONS 2011 5+1,2012,year,Scotland,7.8,0.4,204100,2604900,34210
9472_unemployment_region,Unemployed,Percentage of individuals unemployed,White,ONS 2011 5+1,2012,year,South East,5.6,0.4,230000,4123700,26863
9487_unemployment_region,Unemployed,Percentage of individuals unemployed,White,ONS 2011 5+1,2012,year,South West,5.7,0.5,146900,2558400,19440
9502_unemployment_region,Unemployed,Percentage of individuals unemployed,White,ONS 2011 5+1,2012,year,Wales,8.1,0.5,113800,1405900,28831
9517_unemployment_region,Unemployed,Percentage of individuals unemployed,White,ONS 2011 5+1,2012,year,West Midlands,7.5,0.6,173800,2330100,17323
9532_unemployment_region,Unemployed,Percentage of individuals unemployed,White,ONS 2011 5+1,2012,year,Yorkshire and The Humber,8.5,0.6,205800,2412800,19165
9547_unemployment_region,Unemployed,Percentage of individuals unemployed,White British,Detailed,2012,year,All,7.2,0.2,1854700,25692800,218119
9562_unemployment_region,Unemployed,Percentage of individuals unemployed,White British,Detailed,2012,year,East Midlands,7.2,0.8,143200,2000900,10398
9577_unemployment_region,Unemployed,Percentage of individuals unemployed,White British,Detailed,2012,year,East of England,6.3,0.7,165800,2611700,13311
9592_unemployment_region,Unemployed,Percentage of individuals unemployed,White British,Detailed,2012,year,London,6.7,0.7,140900,2102200,10901
9607_unemployment_region,Unemployed,Percentage of individuals unemployed,White British,Detailed,2012,year,North East,10.5,0.8,124500,1184100,15694
9622_unemployment_region,Unemployed,Percentage of individuals unemployed,White British,Detailed,2012,year,North West,8.1,0.5,250000,3105200,27176
9637_unemployment_region,Unemployed,Percentage of individuals unemployed,White British,Detailed,2012,year,Scotland,8,0.5,197500,2475900,33038
9652_unemployment_region,Unemployed,Percentage of individuals unemployed,White British,Detailed,2012,year,South East,5.6,0.4,217500,3850900,25254
9667_unemployment_region,Unemployed,Percentage of individuals unemployed,White British,Detailed,2012,year,South West,5.7,0.5,139200,2447400,18743
9682_unemployment_region,Unemployed,Percentage of individuals unemployed,White British,Detailed,2012,year,Wales,8.1,0.5,111700,1371500,28312
9697_unemployment_region,Unemployed,Percentage of individuals unemployed,White British,Detailed,2012,year,West Midlands,7.6,0.6,168100,2226500,16711
9712_unemployment_region,Unemployed,Percentage of individuals unemployed,White British,Detailed,2012,year,Yorkshire and The Humber,8.5,0.6,196300,2316500,18581
9727_unemployment_region,Unemployed,Percentage of individuals unemployed,White Other,Detailed,2012,year,All,6.1,0.7,116600,1898400,10678
9733_unemployment_region,Unemployed,Percentage of individuals unemployed,White Other,Detailed,2012,year,East Midlands,8.8,4,9200,103700,473
9740_unemployment_region,Unemployed,Percentage of individuals unemployed,White Other,Detailed,2012,year,East of England,5.8,2.5,11400,198600,859
9754_unemployment_region,Unemployed,Percentage of individuals unemployed,White Other,Detailed,2012,year,London,5.9,1.3,42400,719100,3113
9758_unemployment_region,Unemployed,Percentage of individuals unemployed,White Other,Detailed,2012,year,North East,7.2,5.5,1400,18900,208
9764_unemployment_region,Unemployed,Percentage of individuals unemployed,White Other,Detailed,2012,year,North West,7.4,2.8,8200,111100,832
9774_unemployment_region,Unemployed,Percentage of individuals unemployed,White Other,Detailed,2012,year,Scotland,5.1,2,6600,129000,1172
9784_unemployment_region,Unemployed,Percentage of individuals unemployed,White Other,Detailed,2012,year,South East,4.6,1.6,12500,272900,1609
9792_unemployment_region,Unemployed,Percentage of individuals unemployed,White Other,Detailed,2012,year,South West,6.9,3,7700,110900,697
9799_unemployment_region,Unemployed,Percentage of individuals unemployed,White Other,Detailed,2012,year,Wales,6.1,3.3,2100,34300,519
9806_unemployment_region,Unemployed,Percentage of individuals unemployed,White Other,Detailed,2012,year,West Midlands,5.5,2.9,5700,103600,612
9812_unemployment_region,Unemployed,Percentage of individuals unemployed,White Other,Detailed,2012,year,Yorkshire and The Humber,9.9,3.8,9500,96300,584
9827_unemployment_region,Unemployed,Percentage of individuals unemployed,All,All,2013,year,All,7.5,0.1,2362500,31441000,251754
9841_unemployment_region,Unemployed,Percentage of individuals unemployed,All,All,2013,year,East Midlands,7.4,0.5,169700,2303700,12355
9856_unemployment_region,Unemployed,Percentage of individuals unemployed,All,All,2013,year,East of England,6.1,0.4,188400,3079100,15922
9871_unemployment_region,Unemployed,Percentage of individuals unemployed,All,All,2013,year,London,8.7,0.4,390800,4471700,22115
9886_unemployment_region,Unemployed,Percentage of individuals unemployed,All,All,2013,year,North East,9.9,0.5,124400,1250400,16569
9901_unemployment_region,Unemployed,Percentage of individuals unemployed,All,All,2013,year,North West,7.9,0.3,273600,3455200,30711
9916_unemployment_region,Unemployed,Percentage of individuals unemployed,All,All,2013,year,Scotland,7.7,0.3,209200,2704300,34847
9931_unemployment_region,Unemployed,Percentage of individuals unemployed,All,All,2013,year,South East,5.7,0.3,258800,4552200,29472
9946_unemployment_region,Unemployed,Percentage of individuals unemployed,All,All,2013,year,South West,5.8,0.3,156400,2712600,20177
9961_unemployment_region,Unemployed,Percentage of individuals unemployed,All,All,2013,year,Wales,7.9,0.3,117200,1488300,29960
9976_unemployment_region,Unemployed,Percentage of individuals unemployed,All,All,2013,year,West Midlands,8.5,0.4,236700,2771600,19415
9991_unemployment_region,Unemployed,Percentage of individuals unemployed,All,All,2013,year,Yorkshire and The Humber,8.9,0.4,237300,2651900,20211
10005_unemployment_region,Unemployed,Percentage of individuals unemployed,Asian,ONS 2011 5+1,2013,year,All,12,0.9,231900,1934800,12874
10013_unemployment_region,Unemployed,Percentage of individuals unemployed,Asian,ONS 2011 5+1,2013,year,East Midlands,12.3,3.2,16500,133800,1007
10020_unemployment_region,Unemployed,Percentage of individuals unemployed,Asian,ONS 2011 5+1,2013,year,East of England,8.2,3,9800,120100,775
10034_unemployment_region,Unemployed,Percentage of individuals unemployed,Asian,ONS 2011 5+1,2013,year,London,11.6,1.6,88400,759900,3861
10040_unemployment_region,Unemployed,Percentage of individuals unemployed,Asian,ONS 2011 5+1,2013,year,North East,9.8,4.7,2700,27400,390
10053_unemployment_region,Unemployed,Percentage of individuals unemployed,Asian,ONS 2011 5+1,2013,year,North West,10.9,2.4,18600,170800,1642
10059_unemployment_region,Unemployed,Percentage of individuals unemployed,Asian,ONS 2011 5+1,2013,year,Scotland,13.3,5.3,6400,47700,396
10071_unemployment_region,Unemployed,Percentage of individuals unemployed,Asian,ONS 2011 5+1,2013,year,South East,8,2.1,15000,188200,1612
10076_unemployment_region,Unemployed,Percentage of individuals unemployed,Asian,ONS 2011 5+1,2013,year,South West,10.2,5,5700,55700,345
10081_unemployment_region,Unemployed,Percentage of individuals unemployed,Asian,ONS 2011 5+1,2013,year,Wales,11.2,5.4,2800,25400,324
10093_unemployment_region,Unemployed,Percentage of individuals unemployed,Asian,ONS 2011 5+1,2013,year,West Midlands,16,2.8,42700,266400,1640
10102_unemployment_region,Unemployed,Percentage of individuals unemployed,Asian,ONS 2011 5+1,2013,year,Yorkshire and The Humber,16.8,3.9,23400,139400,882
10114_unemployment_region,Unemployed,Percentage of individuals unemployed,Asian Other,Detailed,2013,year,All,8.5,1.6,39200,461800,2974
10117_unemployment_region,Unemployed,Percentage of individuals unemployed,Asian Other,Detailed,2013,year,East Midlands,6,6.4,1100,18700,133
10119_unemployment_region,Unemployed,Percentage of individuals unemployed,Asian Other,Detailed,2013,year,East of England,6.6,5.8,2400,36000,178
10127_unemployment_region,Unemployed,Percentage of individuals unemployed,Asian Other,Detailed,2013,year,London,7.6,2.5,15700,206900,1050
10130_unemployment_region,Unemployed,Percentage of individuals unemployed,Asian Other,Detailed,2013,year,North East,8.1,7.5,700,8700,126
10132_unemployment_region,Unemployed,Percentage of individuals unemployed,Asian Other,Detailed,2013,year,North West,12.2,6.4,3600,29700,247
10135_unemployment_region,Unemployed,Percentage of individuals unemployed,Asian Other,Detailed,2013,year,Scotland,7.6,6.9,1300,17100,143
10139_unemployment_region,Unemployed,Percentage of individuals unemployed,Asian Other,Detailed,2013,year,South East,6.1,3.5,3700,60100,460
10142_unemployment_region,Unemployed,Percentage of individuals unemployed,Asian Other,Detailed,2013,year,South West,9.7,7.2,2400,24600,163
10143_unemployment_region,Unemployed,Percentage of individuals unemployed,Asian Other,Detailed,2013,year,Wales,17.9,10,1900,10500,140
10145_unemployment_region,Unemployed,Percentage of individuals unemployed,Asian Other,Detailed,2013,year,West Midlands,14.1,8.3,3800,26700,170
10146_unemployment_region,Unemployed,Percentage of individuals unemployed,Asian Other,Detailed,2013,year,Yorkshire and The Humber,11.6,7.7,2600,22600,164
10159_unemployment_region,Unemployed,Percentage of individuals unemployed,Black,ONS 2011 5+1,2013,year,All,17.3,1.7,149600,864900,4937
10163_unemployment_region,Unemployed,Percentage of individuals unemployed,Black,ONS 2011 5+1,2013,year,East Midlands,20.4,7.4,7800,38100,288
10168_unemployment_region,Unemployed,Percentage of individuals unemployed,Black,ONS 2011 5+1,2013,year,East of England,15.3,5.8,9600,62600,372
10182_unemployment_region,Unemployed,Percentage of individuals unemployed,Black,ONS 2011 5+1,2013,year,London,17.3,2.4,80000,463800,2289
10187_unemployment_region,Unemployed,Percentage of individuals unemployed,Black,ONS 2011 5+1,2013,year,North West,16.3,5.8,7800,47600,388
10194_unemployment_region,Unemployed,Percentage of individuals unemployed,Black,ONS 2011 5+1,2013,year,South East,14.8,4.9,10800,72700,510
10197_unemployment_region,Unemployed,Percentage of individuals unemployed,Black,ONS 2011 5+1,2013,year,South West,18.5,10.2,4000,21300,139
10200_unemployment_region,Unemployed,Percentage of individuals unemployed,Black,ONS 2011 5+1,2013,year,West Midlands,20.9,5.9,16600,79100,449
10204_unemployment_region,Unemployed,Percentage of individuals unemployed,Black,ONS 2011 5+1,2013,year,Yorkshire and The Humber,14.9,7.2,7600,51100,232
10218_unemployment_region,Unemployed,Percentage of individuals unemployed,Indian,Detailed,2013,year,All,9,1.2,73600,819900,5207
10225_unemployment_region,Unemployed,Percentage of individuals unemployed,Indian,Detailed,2013,year,East Midlands,12.5,4,11600,92600,664
10230_unemployment_region,Unemployed,Percentage of individuals unemployed,Indian,Detailed,2013,year,East of England,4,3.6,2100,51100,286
10242_unemployment_region,Unemployed,Percentage of individuals unemployed,Indian,Detailed,2013,year,London,9.3,2.3,30600,327600,1592
10248_unemployment_region,Unemployed,Percentage of individuals unemployed,Indian,Detailed,2013,year,North West,10.1,4.2,5600,55500,504
10251_unemployment_region,Unemployed,Percentage of individuals unemployed,Indian,Detailed,2013,year,Scotland,2.4,4.2,300,14400,127
10256_unemployment_region,Unemployed,Percentage of individuals unemployed,Indian,Detailed,2013,year,South East,7.6,3.1,6200,81700,693
10259_unemployment_region,Unemployed,Percentage of individuals unemployed,Indian,Detailed,2013,year,South West,8.3,7.5,1900,22200,130
10265_unemployment_region,Unemployed,Percentage of individuals unemployed,Indian,Detailed,2013,year,West Midlands,8.4,3,10500,125600,839
10269_unemployment_region,Unemployed,Percentage of individuals unemployed,Indian,Detailed,2013,year,Yorkshire and The Humber,10.5,7,3500,33600,185
10279_unemployment_region,Unemployed,Percentage of individuals unemployed,Mixed,ONS 2011 5+1,2013,year,All,16.4,2.7,53400,326200,1813
10282_unemployment_region,Unemployed,Percentage of individuals unemployed,Mixed,ONS 2011 5+1,2013,year,East Midlands,11.1,9.3,2500,22000,109
10283_unemployment_region,Unemployed,Percentage of individuals unemployed,Mixed,ONS 2011 5+1,2013,year,East of England,15.2,9.1,5000,33000,151
10287_unemployment_region,Unemployed,Percentage of individuals unemployed,Mixed,ONS 2011 5+1,2013,year,London,16.3,5.4,17300,106300,454
10291_unemployment_region,Unemployed,Percentage of individuals unemployed,Mixed,ONS 2011 5+1,2013,year,North West,16.9,8,5200,30900,209
10294_unemployment_region,Unemployed,Percentage of individuals unemployed,Mixed,ONS 2011 5+1,2013,year,South East,17.4,7.2,7600,43700,264
10297_unemployment_region,Unemployed,Percentage of individuals unemployed,Mixed,ONS 2011 5+1,2013,year,South West,14.5,10.7,2400,16300,104
10298_unemployment_region,Unemployed,Percentage of individuals unemployed,Mixed,ONS 2011 5+1,2013,year,Wales,14.6,9.5,1500,10200,134
10299_unemployment_region,Unemployed,Percentage of individuals unemployed,Mixed,ONS 2011 5+1,2013,year,West Midlands,21.8,10.2,6700,30600,156
10300_unemployment_region,Unemployed,Percentage of individuals unemployed,Mixed,ONS 2011 5+1,2013,year,Yorkshire and The Humber,18.8,11.7,4100,22000,107
10312_unemployment_region,Unemployed,Percentage of individuals unemployed,Other,ONS 2011 5+1,2013,year,All,12.7,1.9,58500,458900,3044
10315_unemployment_region,Unemployed,Percentage of individuals unemployed,Other,ONS 2011 5+1,2013,year,East Midlands,7.8,7.9,1000,12700,109
10316_unemployment_region,Unemployed,Percentage of individuals unemployed,Other,ONS 2011 5+1,2013,year,East of England,18.6,11,3800,20600,119
10326_unemployment_region,Unemployed,Percentage of individuals unemployed,Other,ONS 2011 5+1,2013,year,London,11.8,2.7,29500,250500,1410
10330_unemployment_region,Unemployed,Percentage of individuals unemployed,Other,ONS 2011 5+1,2013,year,North West,9.3,5.5,2400,25600,264
10333_unemployment_region,Unemployed,Percentage of individuals unemployed,Other,ONS 2011 5+1,2013,year,Scotland,25,13.1,2700,11000,104
10336_unemployment_region,Unemployed,Percentage of individuals unemployed,Other,ONS 2011 5+1,2013,year,South East,8,4.5,3700,47000,347
10339_unemployment_region,Unemployed,Percentage of individuals unemployed,Other,ONS 2011 5+1,2013,year,South West,15.9,9.8,2800,17800,133
10340_unemployment_region,Unemployed,Percentage of individuals unemployed,Other,ONS 2011 5+1,2013,year,Wales,18.6,10.1,1700,9200,142
10342_unemployment_region,Unemployed,Percentage of individuals unemployed,Other,ONS 2011 5+1,2013,year,West Midlands,19.4,8.9,6700,34600,190
10343_unemployment_region,Unemployed,Percentage of individuals unemployed,Other,ONS 2011 5+1,2013,year,Yorkshire and The Humber,13.6,8.9,3200,23500,143
10356_unemployment_region,Unemployed,Percentage of individuals unemployed,Other than White,White and other,2013,year,All,13.8,0.7,493300,3584800,22668
10368_unemployment_region,Unemployed,Percentage of individuals unemployed,Other than White,White and other,2013,year,East Midlands,13.4,2.7,27700,206700,1513
10380_unemployment_region,Unemployed,Percentage of individuals unemployed,Other than White,White and other,2013,year,East of England,12,2.7,28300,236300,1417
10394_unemployment_region,Unemployed,Percentage of individuals unemployed,Other than White,White and other,2013,year,London,13.6,1.2,215300,1580500,8014
10406_unemployment_region,Unemployed,Percentage of individuals unemployed,Other than White,White and other,2013,year,North East,13.4,4.3,6100,45700,612
10421_unemployment_region,Unemployed,Percentage of individuals unemployed,Other than White,White and other,2013,year,North West,12.4,2,34000,275000,2503
10433_unemployment_region,Unemployed,Percentage of individuals unemployed,Other than White,White and other,2013,year,Scotland,15.1,4.3,11900,79000,658
10448_unemployment_region,Unemployed,Percentage of individuals unemployed,Other than White,White and other,2013,year,South East,10.6,1.8,37100,351600,2733
10461_unemployment_region,Unemployed,Percentage of individuals unemployed,Other than White,White and other,2013,year,South West,13.3,3.9,14800,111200,721
10473_unemployment_region,Unemployed,Percentage of individuals unemployed,Other than White,White and other,2013,year,Wales,13.9,4.1,7300,52400,698
10485_unemployment_region,Unemployed,Percentage of individuals unemployed,Other than White,White and other,2013,year,West Midlands,17.7,2.4,72600,410600,2435
10497_unemployment_region,Unemployed,Percentage of individuals unemployed,Other than White,White and other,2013,year,Yorkshire and The Humber,16.2,3.1,38300,235900,1364
10509_unemployment_region,Unemployed,Percentage of individuals unemployed,Pakistani/Bangladeshi,Detailed,2013,year,All,18.2,1.7,119100,653200,4693
10513_unemployment_region,Unemployed,Percentage of individuals unemployed,Pakistani/Bangladeshi,Detailed,2013,year,East Midlands,16.7,8,3800,22500,210
10518_unemployment_region,Unemployed,Percentage of individuals unemployed,Pakistani/Bangladeshi,Detailed,2013,year,East of England,16.4,6.5,5400,32900,311
10528_unemployment_region,Unemployed,Percentage of individuals unemployed,Pakistani/Bangladeshi,Detailed,2013,year,London,18.7,3.5,42000,225300,1219
10532_unemployment_region,Unemployed,Percentage of individuals unemployed,Pakistani/Bangladeshi,Detailed,2013,year,North East,7,6.1,800,11200,167
10538_unemployment_region,Unemployed,Percentage of individuals unemployed,Pakistani/Bangladeshi,Detailed,2013,year,North West,10.9,3.2,9300,85600,891
10541_unemployment_region,Unemployed,Percentage of individuals unemployed,Pakistani/Bangladeshi,Detailed,2013,year,Scotland,29,12.5,4700,16200,126
10545_unemployment_region,Unemployed,Percentage of individuals unemployed,Pakistani/Bangladeshi,Detailed,2013,year,South East,11,4.5,5100,46400,459
10552_unemployment_region,Unemployed,Percentage of individuals unemployed,Pakistani/Bangladeshi,Detailed,2013,year,West Midlands,24.9,5.3,28400,114100,631
10559_unemployment_region,Unemployed,Percentage of individuals unemployed,Pakistani/Bangladeshi,Detailed,2013,year,Yorkshire and The Humber,20.7,5.4,17200,83100,533
10562_unemployment_region,Unemployed,Percentage of individuals unemployed,Unknown,ONS 2011 5+1,2013,year,All,7.8,5.9,1500,19200,195
10575_unemployment_region,Unemployed,Percentage of individuals unemployed,White,ONS 2011 5+1,2013,year,All,6.7,0.2,1867700,27837000,228891
